date,time,rate
10/31/2015,2:00:00 AM,0.01419
10/31/2015,3:00:00 AM,0.01174
10/31/2015,4:00:00 AM,0.0081
10/31/2015,5:00:00 AM,0.00974
10/31/2015,6:00:00 AM,0.00982
10/31/2015,7:00:00 AM,0.01841
10/31/2015,8:00:00 AM,0.01749
10/31/2015,9:00:00 AM,0.02251
10/31/2015,10:00:00 AM,0.02271
10/31/2015,11:00:00 AM,0.02167
10/31/2015,12:00:00 PM,0.02142
10/31/2015,1:00:00 PM,0.02249
10/31/2015,2:00:00 PM,0.02191
10/31/2015,3:00:00 PM,0.01989
10/31/2015,4:00:00 PM,0.0214
10/31/2015,5:00:00 PM,0.02295
10/31/2015,6:00:00 PM,0.03234
10/31/2015,7:00:00 PM,0.02433
10/31/2015,8:00:00 PM,0.02414
10/31/2015,9:00:00 PM,0.02335
10/31/2015,10:00:00 PM,0.02035
10/31/2015,11:00:00 PM,0.02031
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
